application_id,applicant_name,email,phone_number,university,degree,cgpa,submission_time,ip_address,resume_quality_score,application_source,previous_applications,submission_hour,submission_day,is_weekend,submissions_per_ip,is_repeated_applicant,anomaly_iforest,kmeans_cluster,anomaly_kmeans,final_anomaly,alert,pca1,pca2,email_dup,phone_dup,resume_cgpa_ratio,ip_submission_count
7593,Timothy Wilson,sheltonjoseph@example.net,6424530505,Stanford,BSc CS,2.5,2025-05-07 19:14:30,143.17.100.230,74,Desktop,5,19,2,0,1,1,0,4,False,0,✅ Normal,-0.635832255544974,1.66108823345711,0,0,29.5999881600047,1
7594,Mary Clark,flee@example.org,001-709-742-3250x132,MIT,BS AI,2.69,2025-05-20 05:13:14,195.80.190.149,71,Desktop,2,5,1,0,1,0,0,0,False,0,✅ Normal,-1.17561828024907,-0.41280886667094,0,0,26.3940422326981,1
7595,William Flores,spearsaaron@example.com,+1-709-686-9238x5959,Stanford,BE SE,3.64,2025-05-10 19:15:07,203.203.120.29,47,Desktop,4,19,5,1,1,1,0,2,False,0,✅ Normal,1.89548815874105,1.10974755640177,0,0,12.912084364812,1
7596,Shawn Myers,meyerkathleen@example.com,(739)249-2813x852,Stanford,BS AI,3.13,2025-05-10 13:02:32,17.130.165.190,65,Mobile,1,13,5,1,1,0,0,2,False,0,✅ Normal,1.79181958088623,-0.430463399029737,0,0,20.7667665281896,1
7597,Rebecca Reeves,dwaynemclean@example.org,9908848080,NUST,BS AI,2.28,2025-05-04 09:18:00,2.161.165.86,59,Mobile,3,9,6,1,1,1,0,2,False,0,✅ Normal,2.17451559561321,0.575903815795872,0,0,25.8771816328151,1
7598,Zachary Thomas,hallamy@example.org,427.783.1368x1709,LUMS,BS AI,3.93,2025-04-30 07:52:44,214.58.240.80,68,Mobile,2,7,2,0,1,0,0,1,False,0,✅ Normal,-0.883371328647521,-1.06591083707312,0,0,17.3027945794416,1
7599,Shannon Harris,cartermark@example.com,001-759-394-3763x892,LUMS,BE SE,2.5,2025-05-09 23:01:44,215.2.91.77,83,Desktop,5,23,4,0,1,1,0,4,False,0,✅ Normal,0.0732812342980177,1.68102020712077,0,0,33.1999867200053,1
7600,Christopher Wilson,armstrongelizabeth@example.com,867-598-7106x858,NUST,BBA,2.41,2025-05-10 01:41:05,131.34.154.24,42,Mobile,4,1,5,1,1,1,1,2,False,1,⚠️ Suspicious,1.77938322461434,0.629205674069039,0,0,17.4273786608387,1
7601,Blake Morris,tcarter@example.com,001-503-610-0415x217,NUST,BS IT,3.06,2025-05-18 16:44:26,173.51.143.96,67,Mobile,3,16,6,1,1,1,0,2,False,0,✅ Normal,2.19197155396026,0.378240848905862,0,0,21.8954176812361,1
7602,Blake Dunn,wardethan@example.org,249.567.7646x1896,Stanford,BS IT,3.42,2025-05-10 12:48:44,209.6.190.159,55,Mobile,0,12,5,1,1,0,0,2,False,0,✅ Normal,1.76616131137743,-0.732596916568657,0,0,16.0818666427291,1
7603,Alice Hines,michael48@example.com,542-538-6648x0836,NUST,BBA,3.79,2025-05-14 14:22:40,143.235.208.200,43,Mobile,1,14,2,0,1,0,0,3,False,0,✅ Normal,-0.771551245655917,0.0229984061239884,0,0,11.3456434444213,1
7604,Jill Jones,zwalters@example.net,2903482216,MIT,BBA,2,2025-05-01 04:41:46,136.137.184.1,57,Desktop,5,4,3,0,1,1,0,0,False,0,✅ Normal,-0.403852673426309,1.22530724505846,0,0,28.4999857500071,1
7605,Benjamin Haney,michaelcox@example.net,989-976-3414x6323,LUMS,BS AI,2.54,2025-05-12 15:38:29,3.66.103.23,73,Mobile,2,15,0,0,1,0,0,0,False,0,✅ Normal,-1.39973329084851,0.492770052499762,0,0,28.7401461652968,1
7606,Ernest Marshall,summermurphy@example.net,692-894-0503,Stanford,BS AI,2.88,2025-04-24 11:01:00,149.85.250.111,53,Desktop,1,11,3,0,1,0,0,3,False,0,✅ Normal,-0.426178348797812,0.105615510336821,0,0,18.4027713879266,1
7607,Timothy Carter,scott01@example.com,210-452-5757x0103,FAST,BE SE,3.81,2025-04-20 19:01:45,175.206.54.94,88,Desktop,0,19,6,1,1,0,0,2,False,0,✅ Normal,2.10694201048125,-1.39127920937499,0,0,23.0971067986596,1
7608,Stephanie Mccall MD,michael68@example.net,229.296.2765x5172,FAST,BS IT,2.55,2025-05-19 01:07:42,208.241.68.171,62,Desktop,1,1,0,0,1,0,0,0,False,0,✅ Normal,-1.54982198296007,-0.659915948564728,0,0,24.3137159554055,1
7609,Felicia Lopez,parkermichael@example.com,(285)492-5885,FAST,BE SE,3.66,2025-05-13 09:41:00,208.182.53.119,88,Mobile,4,9,1,0,1,1,0,1,False,0,✅ Normal,-1.19036451337973,-0.652340428326288,0,0,24.0437092776751,1
7610,Laura Padilla,brandontaylor@example.com,467.569.7584x3382,Harvard,BBA,2.45,2025-05-15 20:25:16,198.191.104.167,82,Desktop,0,20,3,0,1,0,0,4,False,0,✅ Normal,-0.360941695765827,0.0351976299569527,0,0,33.469374094133,1
7611,Katherine Charles,brenda91@example.net,297-425-3502x57232,MIT,BS AI,3.09,2025-04-22 00:43:25,96.255.142.51,95,Desktop,3,0,1,0,1,1,0,0,False,0,✅ Normal,-1.2794472465642,-1.49134081765193,0,0,30.744326619959,1
7612,Kerri Baldwin,msullivan@example.com,+1-906-891-0212,FAST,BS IT,2.76,2025-05-06 01:20:54,211.153.209.165,81,Desktop,0,1,1,0,1,0,0,0,False,0,✅ Normal,-1.26609651678428,-1.6724492847682,0,0,29.3478154536901,1
7613,Brett Willis,valerie56@example.org,001-344-731-3960x48959,FAST,BS IT,3.8,2025-05-06 15:26:51,142.222.27.217,63,Mobile,1,15,1,0,1,0,0,1,False,0,✅ Normal,-1.13273545976439,-0.439624260603169,0,0,16.5789430055413,1
7614,Lisa Moore,laurenparker@example.org,958.523.6110,Harvard,BSc CS,2.65,2025-05-06 00:52:46,172.247.138.125,87,Mobile,2,0,1,0,1,0,0,0,False,0,✅ Normal,-1.25359685606564,-1.25188450720409,0,0,32.8301762904995,1
7615,Anthony Weaver,jguerrero@example.org,441.605.9647,MIT,BSc CS,2.57,2025-05-13 18:37:18,115.41.114.211,99,Desktop,1,18,1,0,1,0,0,4,False,0,✅ Normal,-1.08341710436523,-0.342525248707313,0,0,38.5213857893441,1
7616,Julie Durham,johnsonjoseph@example.net,001-274-428-2104,FAST,BE SE,2.91,2025-05-18 04:13:06,102.252.89.163,70,Mobile,5,4,6,1,1,1,0,2,False,0,✅ Normal,2.09082035633439,0.00107992821379649,0,0,24.0549745515551,1
7617,Samantha Raymond,heididixon@example.org,+1-505-775-6468x4247,MIT,BS IT,2.31,2025-05-04 00:19:38,110.195.202.125,76,Mobile,4,0,6,1,1,1,0,2,False,0,✅ Normal,2.06004241010881,-0.374340822565276,0,0,32.9004186578274,1
7618,Nathan Robertson,lawsonchristina@example.com,(529)473-4895x2479,LUMS,BE SE,2.8,2025-05-18 04:26:55,208.230.93.118,95,Desktop,5,4,6,1,1,1,0,2,False,0,✅ Normal,2.05763155643883,-0.629453883994681,0,0,33.9285593112288,1
7619,Brian Navarro,christophershepard@example.net,+1-687-550-3698x572,FAST,BE SE,3.41,2025-05-16 00:44:41,151.90.39.68,47,Mobile,2,0,4,0,1,0,0,1,False,0,✅ Normal,-0.216212978636143,-0.739932529304972,0,0,13.7829871604143,1
7620,Katrina Moore,wolfmiranda@example.org,8398933635,MIT,BE SE,3.17,2025-04-23 18:08:02,131.134.200.126,76,Mobile,3,18,2,0,1,1,0,4,False,0,✅ Normal,-0.716555649555378,0.452871204756618,0,0,23.9747558439256,1
7621,Martin Tate,alandalton@example.com,560.297.4814,Harvard,BS IT,3.21,2025-04-23 06:13:25,9.99.230.87,43,Desktop,2,6,2,0,1,0,0,1,False,0,✅ Normal,-0.811471652057279,0.0678482964475768,0,0,13.3956344561886,1
7622,William Chase,tracychristensen@example.org,7637622531,Harvard,BS AI,2.51,2025-04-23 13:30:27,41.34.9.67,48,Mobile,5,13,2,0,1,1,0,3,False,0,✅ Normal,-0.660966320487917,1.89367392691272,0,0,19.123498357172,1
7623,Megan Randall,barrettlisa@example.net,8864303525,MIT,BS AI,2.79,2025-05-04 15:26:35,173.36.206.213,63,Mobile,4,15,6,1,1,1,0,2,False,0,✅ Normal,2.21673921396789,0.897218095943268,0,0,22.580637067872,1
7624,Paul Park,vperry@example.net,626.666.3578,MIT,BE SE,2.52,2025-04-29 05:52:33,200.227.147.47,43,Desktop,1,5,1,0,1,0,0,0,False,0,✅ Normal,-1.13411369395878,0.202569510641311,0,0,17.0634852922677,1
7625,Alejandro Ray,hjohnson@example.com,001-241-877-2001x00116,Harvard,BS IT,3.6,2025-05-03 13:20:41,199.228.7.47,44,Desktop,4,13,5,1,1,1,0,2,False,0,✅ Normal,1.8367549120745,0.726091290292604,0,0,12.2222188271614,1
7626,Diane Burgess,gesparza@example.com,001-340-367-3619x1531,FAST,BBA,2.43,2025-05-02 02:49:22,202.238.152.157,73,Mobile,1,2,4,0,1,0,0,0,False,0,✅ Normal,-0.190157981949144,-0.916724181562898,0,0,30.0411399007655,1
7627,Amber Alexander,qpage@example.net,001-828-902-0693x19718,MIT,BSc CS,3.03,2025-04-24 13:08:10,220.73.91.3,82,Mobile,2,13,3,0,1,0,0,4,False,0,✅ Normal,-0.44610942720206,-0.358341733784758,0,0,27.0626973390438,1
7628,Roy Sellers,groberts@example.net,630-952-8819x7584,FAST,BS IT,3.48,2025-04-24 21:26:24,179.115.86.202,61,Desktop,4,21,3,0,1,1,0,3,False,0,✅ Normal,-0.325330027662829,1.17700586599107,1,0,17.5287305951924,1
7629,Jessica Cooper,nlucas@example.net,001-795-536-5175x9542,Stanford,BS AI,3.97,2025-05-18 00:37:46,214.31.157.138,57,Desktop,0,0,6,1,1,0,1,2,True,1,⚠️ Suspicious,1.93799620060547,-2.19954440789237,0,0,14.3576790031035,1
7630,Thomas Stone,samantha02@example.org,(686)203-0304x5393,Harvard,BE SE,3.07,2025-04-29 12:25:54,174.24.62.180,47,Desktop,4,12,1,0,1,1,0,3,False,0,✅ Normal,-1.05685833260096,1.17413403918159,0,0,15.309441267283,1
7631,Kelly Taylor,martin84@example.org,914.274.2855x8316,FAST,BS AI,2.77,2025-04-21 22:41:17,79.182.202.9,88,Mobile,0,22,0,0,1,0,0,4,False,0,✅ Normal,-1.38692738579602,-0.110529360218142,0,0,31.7689415996601,1
7632,Donna Anderson,jacksonmargaret@example.org,001-363-319-6119x8117,MIT,BS IT,2.12,2025-05-05 00:35:12,47.168.64.99,65,Desktop,0,0,0,0,1,0,0,0,False,0,✅ Normal,-1.55305475651424,-0.821942967860315,0,0,30.6603628960552,1
7633,Nicole Mcmillan,christopherdrake@example.org,(204)973-1204x33774,Stanford,BS AI,2.9,2025-05-11 11:52:19,217.173.118.143,89,Desktop,0,11,6,1,1,0,0,2,False,0,✅ Normal,2.07196706023662,-1.43959345265902,0,0,30.6896445897777,1
7634,Destiny Greene,laura67@example.net,+1-984-501-2936x282,Stanford,BS AI,3.95,2025-05-02 17:28:44,204.72.123.168,80,Desktop,4,17,4,0,1,1,0,4,False,0,✅ Normal,-0.0878840052754672,-0.0525219552591111,0,0,20.2531594295799,1
7635,Karen Johnson,wolfadam@example.org,(582)731-1058,Stanford,BSc CS,3.66,2025-04-24 09:27:38,133.63.110.219,95,Desktop,0,9,3,0,1,0,0,4,False,0,✅ Normal,-0.574889391440579,-2.09836629835607,0,0,25.9562770611265,1
7636,Ryan Reese,lquinn@example.com,6202712262,NUST,BSc CS,2.25,2025-05-15 01:46:36,208.12.58.225,89,Desktop,5,1,3,0,1,1,0,0,False,0,✅ Normal,-0.502683182782568,-0.106150371429405,0,0,39.5555379753165,1
7637,Dennis Smith,mccallangela@example.net,814-506-6042x18852,Harvard,BE SE,3.18,2025-05-19 19:44:03,117.113.54.84,65,Mobile,1,19,0,0,1,0,0,3,False,0,✅ Normal,-1.39461140251685,0.300924867266489,0,0,20.440245144577,1
7638,Steven Crawford,harmonrobert@example.net,759-547-5495x8487,FAST,BSc CS,3.17,2025-04-21 21:06:45,211.94.11.195,42,Mobile,0,21,0,0,1,0,0,3,False,0,✅ Normal,-1.3486743756592,0.827319272093471,0,0,13.2492071769063,1
7639,Michelle Nichols,kelly98@example.com,+1-630-601-7503,Harvard,BS AI,3.37,2025-04-21 05:04:34,92.162.130.127,82,Mobile,3,5,0,0,1,1,0,1,False,0,✅ Normal,-1.56036027715369,-0.87852100910792,1,0,24.3323369933718,1
7640,Patricia Martin,amanda97@example.com,+1-485-611-4658x75433,Harvard,BS IT,2.9,2025-04-26 14:11:10,197.144.189.248,73,Mobile,3,14,5,1,1,1,0,2,False,0,✅ Normal,1.83028903429907,0.183801578827194,0,0,25.1724051129638,1
7641,Mr. Kevin Ellis,derrick82@example.net,897.831.2045x0479,LUMS,BSc CS,3.03,2025-05-01 15:30:14,187.117.25.170,53,Desktop,5,15,3,0,1,1,0,3,False,0,✅ Normal,-0.338338912014466,1.5223187865574,0,0,17.4917434020649,1
7642,Carolyn Tanner,hcampbell@example.net,3568232185,Harvard,BS IT,2.43,2025-04-24 09:10:22,80.57.236.232,75,Mobile,0,9,3,0,1,0,0,0,False,0,✅ Normal,-0.46942604077485,-0.663337229548983,0,0,30.8641848295536,1
7643,Kelsey Daniel,johnmunoz@example.org,500-434-4977,FAST,BS IT,3.46,2025-05-10 22:08:06,20.180.47.38,97,Mobile,0,22,5,1,1,0,0,2,True,1,⚠️ Suspicious,1.8067799522317,-1.12247969280935,0,0,28.0346739784179,1
7644,James Young,cbrown@example.org,782.466.9796,FAST,BS AI,2.62,2025-04-26 15:45:56,203.96.183.50,75,Desktop,3,15,5,1,1,1,0,2,False,0,✅ Normal,1.85485494784424,0.407659306231156,1,0,28.6259432725407,1
7645,Amy Cohen,igibson@example.net,001-784-342-8667x619,Stanford,BS IT,3.87,2025-05-19 01:32:52,203.122.171.109,59,Mobile,0,1,0,0,1,0,0,1,False,0,✅ Normal,-1.63730262843093,-1.80478551886649,0,0,15.2454740967767,1
7646,Adam Wilson,jtorres@example.net,627.683.3461x5368,Harvard,BBA,3.85,2025-05-19 20:18:41,194.105.6.218,59,Desktop,2,20,0,0,1,0,0,3,False,0,✅ Normal,-1.40097511719217,0.37847896533336,0,0,15.3246713442412,1
7647,Raymond Miller,ivan67@example.net,990.486.5416,LUMS,BE SE,2.7,2025-05-07 08:18:55,140.125.204.227,82,Mobile,2,8,2,0,1,0,0,0,False,0,✅ Normal,-0.821018189883589,-0.511222138100573,0,0,30.3703591220892,1
7648,Bill Gonzales,stevencampbell@example.com,+1-538-432-5318,Stanford,BS AI,2.32,2025-04-24 00:14:05,213.60.194.36,73,Mobile,3,0,3,0,1,1,0,0,False,0,✅ Normal,-0.518845055541228,-0.380819404860147,0,0,31.4655036786622,1
7649,James Carter,keithvargas@example.net,634-795-3296x5971,LUMS,BS AI,2.63,2025-04-30 08:14:13,155.239.249.111,99,Desktop,1,8,2,0,1,0,0,0,False,0,✅ Normal,-0.857095528840258,-1.24121388048286,0,0,37.6425712385661,1
7650,Angela Kelly,smithsteven@example.com,934.267.4327x89315,Stanford,BS IT,2.92,2025-05-01 09:51:42,163.73.30.103,70,Desktop,1,9,3,0,1,0,0,0,False,0,✅ Normal,-0.477587171384331,-0.569832244039097,0,0,23.9725945299334,1
7651,Ashley Flores,ebender@example.com,(545)898-5888x8243,MIT,BSc CS,2.73,2025-05-13 06:16:03,144.52.234.32,73,Desktop,1,6,1,0,1,0,0,0,False,0,✅ Normal,-1.18343321880912,-0.712733574022392,0,0,26.7399169450854,1
7652,Laura Baker,ckemp@example.net,531-753-9904,LUMS,BS IT,3.38,2025-05-17 19:04:18,19.198.143.247,41,Mobile,2,19,5,1,1,0,0,2,False,0,✅ Normal,1.89415790055574,0.86761528622078,0,0,12.130173925984,1
7653,Amy Solomon,lynchchristopher@example.com,+1-729-635-8416,Stanford,BSc CS,3.45,2025-04-24 16:55:09,97.205.94.230,75,Desktop,5,16,3,0,1,1,0,4,False,0,✅ Normal,-0.387503781079551,0.685365252507355,0,0,21.7391241335872,1
7654,Philip Ferguson,jonesjohn@example.com,(730)227-9314,NUST,BS IT,3.81,2025-05-15 16:02:53,181.248.81.26,52,Desktop,5,16,3,0,1,1,0,3,False,0,✅ Normal,-0.3724651580299,1.08272509833731,0,0,13.6482903810261,1
7655,Steven Hernandez Jr.,jamesbarbara@example.org,001-326-393-5917x385,Stanford,BE SE,3.01,2025-05-01 02:58:04,132.41.24.243,46,Mobile,3,2,3,0,1,1,0,1,False,0,✅ Normal,-0.495233433158862,0.0624769388440407,0,0,15.2823869493731,1
7656,Donna Reed,mooreaustin@example.org,678-590-4610x5276,MIT,BS IT,3.2,2025-05-14 23:46:51,95.15.164.215,41,Mobile,0,23,2,0,1,0,0,3,False,0,✅ Normal,-0.647414191750341,0.943721996466507,0,0,12.812495996095,1
7657,Katherine Turner,xlevy@example.org,567-323-4030,FAST,BS AI,2.98,2025-05-12 18:23:51,137.120.22.149,59,Desktop,4,18,0,0,1,1,0,3,False,0,✅ Normal,-1.34440972057225,1.42281246894993,0,0,19.7986510742782,1
7658,Jenna Owens,john54@example.org,(667)838-0015,NUST,BE SE,3.53,2025-04-27 23:07:13,200.197.92.229,59,Desktop,4,23,6,1,1,1,0,2,False,0,✅ Normal,2.2666655116486,1.15054866519625,0,0,16.7138762850209,1
7659,Phillip Mercado,bradleyjesse@example.net,581.929.0408x184,FAST,BBA,2.5,2025-05-12 12:25:33,187.160.238.7,75,Mobile,5,12,0,0,1,1,0,0,False,0,✅ Normal,-1.39380623422927,1.10943393689821,0,0,29.9999880000048,1
7660,Lisa Eaton,courtney91@example.com,2144852716,FAST,BE SE,3.46,2025-05-19 13:58:04,156.252.156.184,68,Desktop,5,13,0,0,1,1,0,1,False,0,✅ Normal,-1.42916362572886,0.712715806609222,0,0,19.6531735106435,1
7661,Connie Murphy,elizabeth28@example.org,+1-345-400-7176,FAST,BBA,2.53,2025-05-08 11:29:26,78.7.40.223,70,Mobile,2,11,3,0,1,0,0,0,False,0,✅ Normal,-0.419048180713813,0.169002956999116,0,0,27.6679732537655,1
7662,Beth Scott,monica07@example.org,(973)755-9990x80800,Harvard,BS IT,3.58,2025-05-02 10:18:36,112.147.132.226,51,Desktop,2,10,4,0,1,0,0,1,False,0,✅ Normal,-0.122920094899754,-0.145138057340595,0,0,14.2458060765905,1
7663,Theodore Larsen,hramirez@example.org,001-975-339-5368,FAST,BE SE,2.87,2025-04-27 01:17:41,162.113.247.69,80,Desktop,4,1,6,1,1,1,0,2,False,0,✅ Normal,2.03113321255763,-0.800239148970626,1,0,27.8745547475419,1
7664,Steven Sandoval,meganjordan@example.org,4974079613,NUST,BBA,2.63,2025-04-25 18:54:41,147.185.119.158,69,Mobile,5,18,4,0,1,1,0,3,False,0,✅ Normal,0.0328540530993156,1.57175443052191,0,0,26.2357314693036,1
7665,Thomas Johnson,jamesdavid@example.com,001-499-616-2748x79144,Harvard,BSc CS,2.41,2025-05-05 03:05:26,217.253.139.241,96,Desktop,2,3,0,0,1,0,0,0,False,0,✅ Normal,-1.56034491900594,-1.06075283744758,0,0,39.8340083676314,1
7666,Brianna Villarreal,vnelson@example.org,001-949-640-0646x510,Harvard,BS AI,2.03,2025-05-13 21:23:23,143.8.11.62,55,Desktop,2,21,1,0,1,0,0,3,False,0,✅ Normal,-0.934910019799804,1.83146945882556,0,0,27.0935827125208,1
7667,Daniel Chambers,millerjoseph@example.net,4998916804,NUST,BBA,3.27,2025-05-14 18:21:59,220.40.95.89,40,Mobile,3,18,2,0,1,1,0,3,False,0,✅ Normal,-0.665267207942684,1.40207446027913,0,0,12.2324121613418,1
7668,Johnathan Patton,wconrad@example.net,+1-223-658-7160x6576,MIT,BBA,3.36,2025-04-23 03:49:07,195.19.132.214,61,Mobile,1,3,2,0,1,0,0,1,False,0,✅ Normal,-0.895262559585696,-1.09424886520189,0,0,18.1547565015606,1
7669,Aaron Jackson,jeffreycarr@example.org,352-530-9003x302,LUMS,BS AI,2.25,2025-05-09 20:25:50,222.224.109.30,45,Desktop,2,20,4,0,1,0,0,3,False,0,✅ Normal,0.0760918655451573,1.79204408017351,0,0,19.9999911111151,1
7670,Kenneth Hansen,dylangibbs@example.net,+1-260-715-5406x6252,Harvard,BS IT,2.11,2025-04-30 20:14:37,40.4.144.144,91,Mobile,4,20,2,0,1,1,0,4,False,0,✅ Normal,-0.641766785792932,1.23985320458533,0,0,43.1279416455253,1
7671,Timothy White,wardrebecca@example.org,(328)920-7526x7038,LUMS,BE SE,3.25,2025-05-11 06:08:33,216.175.121.16,95,Desktop,3,6,6,1,1,1,0,2,False,0,✅ Normal,2.02621272318363,-1.3772374270673,0,0,29.2307602366892,1
7672,Andrew Werner,jonesandrew@example.com,+1-467-975-5060x6477,LUMS,BBA,3.91,2025-05-12 07:29:04,167.215.255.43,62,Mobile,0,7,0,0,1,0,0,1,False,0,✅ Normal,-1.57856938176437,-1.42112925275732,0,0,15.8567734381654,1
7673,Justin Rosales,millsjonathan@example.net,716.707.9741,FAST,BS IT,3.84,2025-05-18 19:40:26,52.254.134.225,91,Desktop,2,19,6,1,1,0,0,2,False,0,✅ Normal,2.1268159822976,-0.901766333147337,0,0,23.6979104953358,1
7674,John Le,james58@example.com,001-809-978-8380x368,Harvard,BS AI,3.02,2025-04-26 09:50:00,145.115.174.21,95,Desktop,0,9,5,1,1,0,0,2,False,0,✅ Normal,1.69352016499895,-1.83173269643366,0,0,31.4569432261777,1
7675,Jerry Doyle,codyritter@example.com,270-965-4549x7035,Harvard,BSc CS,2.85,2025-05-09 00:49:35,164.154.244.93,65,Mobile,2,0,4,0,1,0,0,0,False,0,✅ Normal,-0.211322086785331,-0.854437776405714,0,0,22.8070095414002,1
7676,Jocelyn Guerra,lukechristensen@example.org,434.254.6697,Harvard,BS IT,2.58,2025-04-22 04:35:33,170.79.70.36,98,Mobile,5,4,1,0,1,1,0,0,False,0,✅ Normal,-1.18330788965084,-0.289293875007305,0,0,37.9844814013638,1
7677,Dr. Mary Hampton,pcrawford@example.org,001-549-329-6052,Harvard,BS AI,3.69,2025-05-17 11:42:31,144.116.90.133,76,Mobile,5,11,5,1,1,1,0,2,False,0,✅ Normal,1.77170913397249,-0.111741418550993,0,0,20.5962003804335,1
7678,Christopher Diaz,carlossmith@example.net,605.513.4202x75069,Stanford,BS AI,3.03,2025-04-20 10:48:48,112.192.214.135,94,Desktop,2,10,6,1,1,0,0,2,False,0,✅ Normal,2.07168824835887,-1.16015772904503,0,0,31.0230920715868,1
7679,Crystal Rogers,ykelley@example.net,608.285.4612x5921,Harvard,BSc CS,3.69,2025-05-14 17:41:14,218.184.194.64,89,Desktop,1,17,2,0,1,0,0,4,False,0,✅ Normal,-0.805799042096363,-0.961043853717355,0,0,24.119234656034,1
7680,John Lopez,whitedaniel@example.net,807.478.1104x97961,Stanford,BSc CS,2.58,2025-05-02 07:12:52,222.246.144.181,47,Mobile,0,7,4,0,1,0,0,0,False,0,✅ Normal,-0.116077054720911,-0.169875331906147,0,0,18.2170472026949,1
7681,Jacob Phillips,hernandezapril@example.net,262.802.2630x77194,Harvard,BS IT,2.06,2025-05-16 06:12:21,150.0.255.16,53,Mobile,2,6,4,0,1,0,0,0,False,0,✅ Normal,-0.0790295583367104,0.540178692855639,1,0,25.7281428504161,1
7682,James Moore,erikaford@example.org,355-527-3711x05617,FAST,BE SE,3.29,2025-05-18 09:49:30,161.40.75.21,41,Desktop,1,9,6,1,1,0,0,2,False,0,✅ Normal,2.11623882583601,-0.223002253034809,0,0,12.4620022911847,1
7683,Kevin Adams,keithsmith@example.org,613.518.3661x8995,LUMS,BS AI,3.83,2025-05-08 01:21:22,122.2.86.48,45,Mobile,2,1,3,0,1,0,0,1,False,0,✅ Normal,-0.566943200374214,-0.868826983294302,0,0,11.7493441907718,1
7684,Kathleen Navarro,anne73@example.org,001-503-852-9581,FAST,BSc CS,3.93,2025-04-21 19:07:40,187.194.110.25,88,Mobile,2,19,0,0,1,0,0,4,False,0,✅ Normal,-1.46288723444117,-0.582334552326746,0,0,22.3918518086891,1
7685,Jason Williams,cookesonya@example.org,543.521.3704x309,FAST,BE SE,3.83,2025-04-26 16:19:20,141.221.2.72,41,Desktop,5,16,5,1,1,1,0,2,True,1,⚠️ Suspicious,1.87392928428305,1.19496034937269,0,0,10.7049580404809,1
7686,Philip Spencer,carriejames@example.org,+1-690-540-6741x3178,LUMS,BSc CS,2.48,2025-04-24 15:00:00,117.66.245.44,49,Desktop,1,15,3,0,1,0,0,3,False,0,✅ Normal,-0.351931182755235,0.832611855348634,0,0,19.7580565491707,1
7687,Patrick Acosta,austin75@example.net,001-826-525-3522x8892,FAST,BS AI,3.42,2025-05-15 18:20:05,209.215.116.107,99,Mobile,1,18,3,0,1,0,0,4,False,0,✅ Normal,-0.454810628642129,-0.999056857949123,1,0,28.9473599569123,1
7688,Lisa Ruiz,stephanie82@example.org,001-836-756-9074x15223,Harvard,BBA,2.01,2025-04-25 10:25:57,69.95.17.166,69,Mobile,0,10,4,0,1,0,0,0,False,0,✅ Normal,-0.0840008368979741,-0.142190471815212,0,0,34.3283411301785,1
7689,Judy Galvan,franciscoclay@example.org,(512)208-1820,LUMS,BSc CS,2.27,2025-04-30 23:55:34,189.155.209.112,88,Mobile,5,23,2,0,1,1,0,4,False,0,✅ Normal,-0.600401319690263,1.75814725708941,0,0,38.766502746034,1
7690,Annette Williams,brian34@example.org,+1-201-762-6370,NUST,BE SE,3.95,2025-04-28 06:50:19,197.124.5.11,57,Desktop,3,6,0,0,1,1,0,1,False,0,✅ Normal,-1.54432815678306,-0.497026837745414,0,0,14.4303760935757,1
7691,Jacqueline Mcdowell,jasonvega@example.net,(398)253-5469x2376,LUMS,BS AI,3.47,2025-05-09 03:33:04,219.71.11.73,91,Mobile,1,3,4,0,1,0,0,1,False,0,✅ Normal,-0.270079999628337,-2.07812967763977,0,0,26.224776304099,1
7692,Miss Alexandra Dean,brownjennifer@example.org,582-621-5169x318,Stanford,BE SE,3.54,2025-05-08 08:05:30,196.134.247.48,53,Desktop,4,8,3,0,1,1,0,1,False,0,✅ Normal,-0.458980246752863,0.284685593216755,0,0,14.9717471831223,1
7693,John English,michaelscott@example.com,3116664948,FAST,BS AI,2.64,2025-04-30 07:49:14,57.89.106.108,87,Mobile,0,7,2,0,1,0,0,0,False,0,✅ Normal,-0.862807438405673,-1.28899129160441,0,0,32.9545329717678,1
7694,Diana Simmons,mmiller@example.net,532.754.1257,NUST,BSc CS,3.02,2025-04-23 18:29:55,220.138.56.22,83,Desktop,4,18,2,0,1,1,0,4,False,0,✅ Normal,-0.705490113620052,0.658325048100265,0,0,27.4834346081342,1
7695,Logan Cox,reedangela@example.net,627-609-7780,MIT,BS IT,2.4,2025-05-10 03:43:35,222.134.187.186,70,Mobile,4,3,5,1,1,1,0,2,False,0,✅ Normal,1.75740121584801,0.00870830217440892,0,0,29.166654513894,1
7696,Mary Harris,diazshannon@example.net,(318)234-9992x667,NUST,BSc CS,3.02,2025-04-29 22:59:16,161.105.47.173,77,Mobile,1,22,1,0,1,0,0,4,False,0,✅ Normal,-1.0314239334491,0.294215656362989,0,0,25.4966802991125,1
7697,April Davies,joshua53@example.com,001-783-774-5307x083,FAST,BE SE,3.3,2025-04-27 06:40:04,64.250.146.102,91,Desktop,1,6,6,1,1,0,0,2,False,0,✅ Normal,2.00313992195745,-1.89490794370452,0,0,27.5757492194699,1
7698,Timothy Kelly,joliver@example.net,391.367.2665x384,Harvard,BSc CS,2.37,2025-05-01 14:00:46,139.205.82.1,63,Mobile,2,14,3,0,1,0,0,3,False,0,✅ Normal,-0.365381025236309,0.728712494352809,0,0,26.5822672648661,1
